"qseqid","species","genus","family","order","class","phylum","kingdom","seq_percID","top_perc","diff","taxonomic_level","taxon"
"ASV_0396","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_0396","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_0400","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_0400","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_0400","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_0409","Gymnelus hemifasciatus","Gymnelus","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Gymnelus"
"ASV_0409","Gymnelus viridis","Gymnelus","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Gymnelus"
"ASV_0421","Lycodes raridens","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"genus","Lycodes"
"ASV_0432","Salvelinus alpinus","Salvelinus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Salvelinus"
"ASV_0432","Salvelinus malma","Salvelinus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Salvelinus"
"ASV_0437","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_0437","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_0437","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_0439","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_0439","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_0439","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_0467","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_0467","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_0467","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_0476","Liparis bathyarcticus","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Liparis"
"ASV_0476","Liparis gibbus","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Liparis"
"ASV_0476","Liparis ochotensis","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Liparis"
"ASV_0486","Liparis bathyarcticus","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Liparis"
"ASV_0486","Liparis gibbus","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Liparis"
"ASV_0486","Liparis ochotensis","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Liparis"
"ASV_0497","Salvelinus alpinus","Salvelinus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Salvelinus"
"ASV_0497","Salvelinus malma","Salvelinus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Salvelinus"
"ASV_0534","Liparis gibbus","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Liparis"
"ASV_0534","Liparis ochotensis","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Liparis"
"ASV_0641","Lycodes polaris","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.81,98.81,0,"genus","Lycodes"
"ASV_0732","Gymnelus hemifasciatus","Gymnelus","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Gymnelus"
"ASV_0732","Gymnelus viridis","Gymnelus","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Gymnelus"
"ASV_0807","Anoplarchus insignis","Anoplarchus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.817,98.817,0,"genus","Anoplarchus"
"ASV_0807","Anoplarchus purpurescens","Anoplarchus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.817,98.817,0,"genus","Anoplarchus"
"ASV_0857","Lycodes polaris","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.81,98.81,0,"genus","Lycodes"
"ASV_0859","Ammodytes hexapterus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota",99.398,99.398,0,"genus","Ammodytes"
"ASV_0859","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota",99.398,99.398,0,"genus","Ammodytes"
"ASV_0928","Anarhichas denticulatus","Anarhichas","Anarhichadidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"genus","Anarhichas"
"ASV_0928","Anarhichas orientalis","Anarhichas","Anarhichadidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"genus","Anarhichas"
"ASV_0976","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_0976","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_0976","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1028","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1028","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1028","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1036","Bathymaster leurolepis","Bathymaster","Bathymasteridae","Perciformes","Actinopteri","Chordata","Eukaryota",98.81,98.81,0,"genus","Bathymaster"
"ASV_1036","Bathymaster signatus","Bathymaster","Bathymasteridae","Perciformes","Actinopteri","Chordata","Eukaryota",98.81,98.81,0,"genus","Bathymaster"
"ASV_1039","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_1039","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_1039","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_1048","Liparis tunicatus","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Liparis"
"ASV_1062","Anoplarchus insignis","Anoplarchus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Anoplarchus"
"ASV_1062","Anoplarchus purpurescens","Anoplarchus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Anoplarchus"
"ASV_1065","Xiphister atropurpureus","Xiphister","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Xiphister"
"ASV_1065","Xiphister mucosus","Xiphister","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Xiphister"
"ASV_1071","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1071","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1071","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1089","Bathymaster leurolepis","Bathymaster","Bathymasteridae","Perciformes","Actinopteri","Chordata","Eukaryota",98.214,98.214,0,"genus","Bathymaster"
"ASV_1089","Bathymaster signatus","Bathymaster","Bathymasteridae","Perciformes","Actinopteri","Chordata","Eukaryota",98.214,98.214,0,"genus","Bathymaster"
"ASV_1091","Lycodes pallidus","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.81,98.81,0,"genus","Lycodes"
"ASV_1091","Lycodes raridens","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.81,98.81,0,"genus","Lycodes"
"ASV_1094","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.235,98.235,0,"genus","Hexagrammos"
"ASV_1094","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.235,98.235,0,"genus","Hexagrammos"
"ASV_1094","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.235,98.235,0,"genus","Hexagrammos"
"ASV_1112","Anoplarchus insignis","Anoplarchus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.817,98.817,0,"genus","Anoplarchus"
"ASV_1112","Anoplarchus purpurescens","Anoplarchus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.817,98.817,0,"genus","Anoplarchus"
"ASV_1145","Liparis tunicatus","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"genus","Liparis"
"ASV_1157","Lycodes polaris","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"genus","Lycodes"
"ASV_1292","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1292","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1292","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1314","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_1314","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_1314","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Hexagrammos"
"ASV_1424","Liparis fabricii","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"genus","Liparis"
"ASV_1424","Liparis tunicatus","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"genus","Liparis"
"ASV_1443","Blepsias bilobus","Blepsias","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.817,98.817,0,"genus","Blepsias"
"ASV_1451","Lycodes polaris","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"genus","Lycodes"
"ASV_1522","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1522","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1522","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1526","Liparis bathyarcticus","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"genus","Liparis"
"ASV_1526","Liparis gibbus","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"genus","Liparis"
"ASV_1526","Liparis ochotensis","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"genus","Liparis"
"ASV_1552","Salvelinus alpinus","Salvelinus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",100,100,0,"genus","Salvelinus"
"ASV_1552","Salvelinus malma","Salvelinus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",100,100,0,"genus","Salvelinus"
"ASV_1581","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1581","Hexagrammos octogrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1581","Hexagrammos stelleri","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.824,98.824,0,"genus","Hexagrammos"
"ASV_1595","Liparis tunicatus","Liparis","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.401,99.401,0,"genus","Liparis"
"ASV_1626","Salvelinus alpinus","Salvelinus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",98.235,98.235,0,"genus","Salvelinus"
"ASV_1626","Salvelinus malma","Salvelinus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",98.235,98.235,0,"genus","Salvelinus"
"ASV_1632","Lycodes polaris","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.398,99.398,0,"genus","Lycodes"
"ASV_1671","Salvelinus alpinus","Salvelinus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Salvelinus"
"ASV_1671","Salvelinus malma","Salvelinus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota",99.412,99.412,0,"genus","Salvelinus"
"ASV_1674","Sardinops sagax","Sardinops","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.422,99.422,0,"genus","Sardinops"
"ASV_1674","Sardinops sagax","Sardinops","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.422,99.422,0,"genus","Sardinops"
